question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,dataset,model
when did the movie karate kid come out,2010,"The context mentions that Jaden Smith starred in the 2010 remake of The Karate Kid alongside Jackie Chan. However, it does not provide the specific release year of the movie. Therefore, I cannot find this information in the provided context.",hcpc_v2,0.7112,False,0.4157,True,0.295,naturalqs,qwen2.5
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host,I cannot find this information in the provided context.,baseline,0.5531,False,0.4721,False,-1.0,naturalqs,qwen2.5
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5081,False,-1.0,naturalqs,qwen2.5
how does the cash cab guy read the questions,by way of a walkie-talkie and earpiece worn by the host,I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.4726,True,0.5969,naturalqs,qwen2.5
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time,"The purpose of a continuing resolution is to provide funding for existing federal programs until a specific date or until regular appropriations bills are passed, whichever comes first. It can extend funding at current levels, reduced levels, or expanded levels.",baseline,0.7212,False,0.5753,False,-1.0,naturalqs,qwen2.5
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time,"The purpose of a continuing resolution, as mentioned in the provided context, is to provide bridging funding for existing federal programs at current, reduced, or expanded levels. It serves as a temporary measure when regular appropriations legislation has not been enacted by Congress.",hcpc_v1,0.6271,False,0.6865,False,-1.0,naturalqs,qwen2.5
what is the purpose of a continuing resolution,continues the pre-existing appropriations at the same levels as the previous fiscal year (or with minor modifications) for a set amount of time,"The purpose of a continuing resolution is to provide funding for existing federal programs until a specific date or until regular appropriations bills are passed, whichever comes first. It can extend funding at current levels, reduced levels, or expanded levels.",hcpc_v2,0.7212,False,0.5753,False,0.6102,naturalqs,qwen2.5
how many hoops are used in a game of croquet,eight,"The context does not specify the exact number of hoops used in a game of croquet. It mentions ""wickets"" which are similar to hoops, but the specific count is not provided.",baseline,0.8071,False,0.6678,False,-1.0,naturalqs,qwen2.5
how many hoops are used in a game of croquet,eight,"Based on the provided context, the number of hoops used in a game of croquet is not explicitly stated. However, it mentions ""wickets"" which are similar to hoops and are embedded in the grass playing court. The context also refers to ""nine-wicket"" as one of the variations, suggesting that a standard game might use nine wickets (or hoops).",hcpc_v1,0.5206,False,0.6975,False,-1.0,naturalqs,qwen2.5
how many hoops are used in a game of croquet,eight,"The context does not specify the exact number of hoops used in a game of croquet. It mentions ""wickets"" which are similar to hoops, but the specific count is not provided.",hcpc_v2,0.8071,False,0.6678,True,0.6608,naturalqs,qwen2.5
how tall is the actor who plays hagrid in harry potter,6ft 1in,The actor who plays Hagrid in Harry Potter is 6 ft 1 in (185 cm) tall.,baseline,0.7354,False,0.3235,False,-1.0,naturalqs,qwen2.5
how tall is the actor who plays hagrid in harry potter,6ft 1in,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.6162,False,-1.0,naturalqs,qwen2.5
how tall is the actor who plays hagrid in harry potter,6ft 1in,The actor who plays Hagrid in Harry Potter is 6 ft 1 in (185 cm) tall.,hcpc_v2,0.7354,False,0.3235,False,0.5576,naturalqs,qwen2.5
what areas of africa were involved in colonization,almost 90 percent of the continent,"The context mentions several areas of Africa that were colonized, including:

- Belgian-controlled areas
- Italian-controlled areas
- British-controlled areas
- Portuguese-controlled areas
- French-controlled areas
- German-controlled areas

Specific examples include:

- The Congo (controlled by Belgium)
- Eritrea (controlled by Italy)
- South Africa (controlled by the United Kingdom)
- Namibia (controlled by Germany)

The context also discusses various regions and their colonization, such as:

- Sudan
- Egypt
- Wassoulou
- Matabeleland
- Zanzibar
- Benin

These areas were involved in the colonization of Africa during the period known as the ""Scramble for Africa.""",baseline,0.3874,True,0.5922,False,-1.0,naturalqs,qwen2.5
what areas of africa were involved in colonization,almost 90 percent of the continent,"The context mentions that various European colonial powers controlled different areas of Africa by 1913, including Belgium, France, Germany, Italy, Portugal, Spain, and the United Kingdom. These powers divided and colonized parts of Africa, with their control shown along with current national boundaries in an unspecified map or visual representation.",hcpc_v1,0.8269,False,0.6347,False,-1.0,naturalqs,qwen2.5
what areas of africa were involved in colonization,almost 90 percent of the continent,"The context mentions several areas of Africa that were controlled by European colonial powers by 1913, including Belgian, Italian, British, Portuguese, French, Spanish, and German territories. Specific regions mentioned include parts of Congo, Egypt, South Africa, Namibia, Tanganyika, Morocco, and others. The text also refers to various conflicts and colonization efforts such as the colonisation of the Congo, Suez Canal issues, and the Moroccan Crisis, among others.",hcpc_v2,0.8184,False,0.5811,True,0.5982,naturalqs,qwen2.5
what college does everyone in gossip girl go to,New York University,"Based on the provided context, the characters in Gossip Girl attend Constance Saint Jude prep school. However, the specific college that all of them go to after high school is not mentioned in this context.",baseline,0.5836,False,0.4347,False,-1.0,naturalqs,qwen2.5
what college does everyone in gossip girl go to,New York University,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5319,False,-1.0,naturalqs,qwen2.5
what college does everyone in gossip girl go to,New York University,"Based on the provided context, the characters in Gossip Girl attend Constance Saint Jude prep school. However, the specific college that all the characters eventually go to is not mentioned in this context.",hcpc_v2,0.5886,False,0.4399,True,0.3976,naturalqs,qwen2.5
the area enclosed by hysteresis loop is a measure of,energy loss,"The area enclosed by a hysteresis loop is a measure of dissipation, which is a common side effect associated with hysteresis in natural systems.",baseline,0.7135,False,0.5301,False,-1.0,naturalqs,qwen2.5
the area enclosed by hysteresis loop is a measure of,energy loss,"The context provided does not specify what the area enclosed by the hysteresis loop measures. Therefore, I cannot find this information in the provided context.",hcpc_v1,0.6665,False,0.5693,False,-1.0,naturalqs,qwen2.5
the area enclosed by hysteresis loop is a measure of,energy loss,"The area enclosed by a hysteresis loop is a measure of dissipation, which is a common side effect associated with hysteresis in natural systems.",hcpc_v2,0.7135,False,0.5274,True,0.6401,naturalqs,qwen2.5
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah","The Talmud includes teachings and opinions of thousands of rabbis, spanning from before the Common Era through the fifth century CE. It covers a wide range of subjects including Halakha (law), Jewish ethics, philosophy, customs, history, lore, and many other topics. Specifically, it is composed of two main parts: the Mishnah and the Gemara. Together, these form the core content of the Talmud, which also contains Halakha and Aggadah.",baseline,0.8465,False,0.6082,False,-1.0,naturalqs,qwen2.5
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah","The Talmud includes both the Mishnah and the Gemara. Together, these form the entire Talmud, which consists of 63 tractates and is over 6,200 pages long in standard print.",hcpc_v1,0.8476,False,0.6354,False,-1.0,naturalqs,qwen2.5
what written material is included in the talmud,"the Mishnah (Hebrew: משנה, c. 200 CE), a written compendium of Rabbinic Judaism's Oral Torah","The Talmud includes teachings and opinions of thousands of rabbis, spanning from before the Common Era through the fifth century CE. It covers a wide range of subjects including Halakha (law), Jewish ethics, philosophy, customs, history, lore, and many other topics. Specifically, it consists of two main parts: the Mishnah and the Gemara. Together, these form the core content of the Talmud, which also contains Halakha and Aggadah, as well as minor tractates.",hcpc_v2,0.7934,False,0.6045,True,0.5876,naturalqs,qwen2.5
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene,"Dawn is played by actress Kyla - Drew Simmons in the show Nicky, Ricky, Dicky & Dawn.",baseline,0.8638,False,0.7434,False,-1.0,naturalqs,qwen2.5
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene,"Dawn is played by Kyla - Drew Simmons in the series Nicky, Ricky, Dicky & Dawn.",hcpc_v1,0.8842,False,0.7559,False,-1.0,naturalqs,qwen2.5
who plays dawn on nicky ricky dicky and dawn,Lizzy Greene,"Dawn is played by actress Kyla - Drew Simmons in the show Nicky, Ricky, Dicky & Dawn.",hcpc_v2,0.8638,False,0.7434,False,0.7166,naturalqs,qwen2.5
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life","Citizen Kane is based in part upon the American newspaper magnate William Randolph Hearst, as well as Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life.",baseline,0.6296,False,0.6729,False,-1.0,naturalqs,qwen2.5
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life","Citizen Kane is particularly praised for its cinematography, music, editing and narrative structure, which have been considered innovative and precedent-setting. The quasi-biographical film examines the life and legacy of Charles Foster Kane, played by Orson Welles, a character based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life.",hcpc_v1,0.6975,False,0.6924,False,-1.0,naturalqs,qwen2.5
who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life","Citizen Kane is based in part upon the American newspaper magnate William Randolph Hearst, as well as Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Orson Welles's own life.",hcpc_v2,0.6296,False,0.6729,False,0.601,naturalqs,qwen2.5
who sings the songs in crazy ex girlfriend,Rachel Bloom,"Rachel Bloom sings the opening theme song ""Crazy Ex-Girlfriend"" for season 1, and also performs other songs like ""I'm Just a Girl in Love"" for season 2 and ""You Do / You Don't Wanna Be Crazy"" for season 3.",baseline,0.2847,True,0.4486,False,-1.0,naturalqs,qwen2.5
who sings the songs in crazy ex girlfriend,Rachel Bloom,"Based on the provided context, Rachel Bloom sings ""You Do / You Don't Wanna Be Crazy"" (season 3). However, the context does not provide information about who sings other songs mentioned or any other songs from the show.",hcpc_v1,0.8093,False,0.6241,False,-1.0,naturalqs,qwen2.5
who sings the songs in crazy ex girlfriend,Rachel Bloom,"Rachel Bloom sings the opening theme song ""Crazy Ex-Girlfriend"" (season 1), ""I'm Just a Girl in Love"" (season 2), and ""You Do / You Don't Wanna Be Crazy"" (season 3) in the TV series Crazy Ex-Girlfriend.",hcpc_v2,0.7261,False,0.4536,True,0.5761,naturalqs,qwen2.5
when does nathan get in a car accident,"""The Show Must Go On""",I cannot find this information in the provided context.,baseline,0.5531,False,0.3898,False,-1.0,naturalqs,qwen2.5
when does nathan get in a car accident,"""The Show Must Go On""",I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.4392,False,-1.0,naturalqs,qwen2.5
when does nathan get in a car accident,"""The Show Must Go On""",I cannot find this information in the provided context.,hcpc_v2,0.5531,False,0.3789,True,0.6467,naturalqs,qwen2.5
when is the world consumer right day celebrated,15 March every year,World Consumer Rights Day is celebrated on 15 March every year.,baseline,0.8325,False,0.4835,False,-1.0,naturalqs,qwen2.5
when is the world consumer right day celebrated,15 March every year,World Consumer Rights Day is celebrated annually on March 15.,hcpc_v1,0.8855,False,0.6221,False,-1.0,naturalqs,qwen2.5
when is the world consumer right day celebrated,15 March every year,World Consumer Rights Day is celebrated on 15 March every year.,hcpc_v2,0.8325,False,0.4836,True,0.6056,naturalqs,qwen2.5
how much square feet is a basketball court,94 by 50 feet,"Based on the provided context, the dimensions of an NBA basketball court are 94 by 50 feet. To calculate the area in square feet:

\[ \text{Area} = \text{Length} \times \text{Width} \]
\[ \text{Area} = 94 \, \text{feet} \times 50 \, \text{feet} \]
\[ \text{Area} = 4700 \, \text{square feet} \]

So, an NBA basketball court is 4700 square feet. Note that the dimensions for other types of courts (FIBA, WNBA, NCAA) vary slightly, but the calculation method would be the same.",baseline,0.5279,False,0.6834,False,-1.0,naturalqs,qwen2.5
how much square feet is a basketball court,94 by 50 feet,"To calculate the area of a basketball court in square feet, we use the dimensions provided for the NBA court, which are 94 feet by 50 feet.

Area = Length × Width
Area = 94 ft × 50 ft
Area = 4700 square feet

Therefore, based on the context provided, a basketball court is 4700 square feet.",hcpc_v1,0.5083,False,0.7046,False,-1.0,naturalqs,qwen2.5
how much square feet is a basketball court,94 by 50 feet,"Based on the provided context, the dimensions of an NBA basketball court are 94 by 50 feet. To calculate the area in square feet:

\[ \text{Area} = \text{Length} \times \text{Width} = 94 \, \text{ft} \times 50 \, \text{ft} = 4700 \, \text{square feet} \]

So, an NBA basketball court is 4700 square feet.",hcpc_v2,0.542,False,0.6834,False,0.7021,naturalqs,qwen2.5
where did the rulers of the qing dynasty originate,Manchuria,The rulers of the Qing dynasty originated from the Jurchen Aisin Gioro clan.,baseline,0.6853,False,0.6566,False,-1.0,naturalqs,qwen2.5
where did the rulers of the qing dynasty originate,Manchuria,I cannot find this information in the provided context. The given text does not specify the origin of the Qing dynasty's rulers.,hcpc_v1,0.6274,False,0.6468,False,-1.0,naturalqs,qwen2.5
where did the rulers of the qing dynasty originate,Manchuria,The rulers of the Qing dynasty originated from the Jurchen Aisin Gioro clan.,hcpc_v2,0.6853,False,0.6578,True,0.6432,naturalqs,qwen2.5
